long_entry_time,short_entry_time,planned_expiry,actual_settlement_time,is_early_exit,k1,k2,long_entry_price,short_entry_price,net_debit,long_settlement_price,short_settlement_price,payoff,net_pnl
2024-11-15 14:30:00,2024-11-18 14:30:00,2024-12-11 14:30:00,2024-12-11 14:30:00,False,165,175.67,8.810263598984179,4.707350039526851,4.102913559457328,18.650000000000006,7.980000000000018,10.669999999999987,6.56708644054266
2024-12-10 15:30:00,2024-12-11 15:30:00,2025-01-01 15:30:00,2024-12-16 09:30:00,True,170,233.14,9.663066271342402,0.23534870495232418,9.427717566390077,75.7438567663566,17.804404721169874,57.93945204518673,48.51173447879665
2025-01-27 08:00:00,2025-01-27 11:00:00,2025-02-19 08:00:00,2025-02-19 08:00:00,False,215,226.78,12.157558110756696,3.4996346628748825,8.657923447881814,10.990000000000009,0.0,10.990000000000009,2.3320765521181954
2025-02-03 08:30:00,2025-02-06 08:30:00,2025-02-26 08:30:00,2025-02-26 08:30:00,False,215,244.74,10.989150128733058,7.238588391348372,3.750561737384686,0.0,0.0,0.0,-3.750561737384686
2025-03-06 09:30:00,2025-03-10 04:00:00,2025-04-02 09:30:00,2025-04-02 09:30:00,False,180,201.5,11.541806131138472,5.983460015821322,5.55834611531715,0.0,0.0,0.0,-5.55834611531715
2025-03-10 15:00:00,2025-03-13 15:00:00,2025-04-02 15:00:00,2025-04-02 15:00:00,False,185,200.5,8.94063529224752,5.248154187968886,3.6924811042786345,0.0,0.0,0.0,-3.6924811042786345
2025-04-04 08:00:00,2025-04-07 04:00:00,2025-04-30 08:00:00,2025-04-14 04:00:00,True,145,157.0,9.141881902700646,1.599813011353401,7.542068891347245,41.03475122089614,29.43274131045885,11.602009910437289,4.059941019090044
2025-03-26 14:00:00,2025-03-27 11:30:00,2025-04-16 14:00:00,2025-04-16 14:00:00,False,180,190.01,8.945205893626337,2.286184569148368,6.659021324477969,0.0,0.0,0.0,-6.659021324477969
2025-04-03 14:30:00,2025-04-04 06:00:00,2025-04-30 14:30:00,2025-04-24 10:00:00,True,155,167.36,10.068324371665128,1.8028292334359506,8.265495138229177,28.961791700202696,16.990400585003727,11.97139111519897,3.705895976969792
2025-04-21 14:00:00,2025-04-23 11:00:00,2025-05-14 14:00:00,2025-05-13 09:30:00,True,160,228.02,9.682723655892147,0.2044444489507864,9.47827920694136,67.22080631304408,2.2536264005942144,64.96717991244986,55.488900705508506
2025-07-01 15:30:00,2025-07-07 04:00:00,2025-07-23 15:30:00,2025-07-23 15:30:00,False,265,283.04,13.360675400078179,7.800780583436762,5.5598948166414175,18.819999999999993,0.7799999999999727,18.04000000000002,12.480105183358603
2025-08-19 15:30:00,2025-08-22 15:30:00,2025-09-10 15:30:00,2025-09-05 06:00:00,True,295,304.92,14.960734181584002,9.27990675340223,5.680827428181772,39.96730415886822,30.466592859740047,9.50071129912817,3.8198838709463985
2025-09-02 09:30:00,2025-09-05 09:30:00,2025-09-24 09:30:00,2025-09-16 04:00:00,True,295,352.49,14.185728060914784,11.825754166502634,2.3599738944121498,74.29726995864445,21.386228741301153,52.911041217343296,50.55106732293115
2025-09-17 14:00:00,2025-09-22 04:00:00,2025-10-08 14:00:00,2025-10-08 14:00:00,False,345,356.3,17.83409701505741,10.188454274517426,7.645642740539984,0.0,0.0,0.0,-7.645642740539984
2025-11-13 14:00:00,2025-11-17 04:00:00,2025-12-10 14:00:00,2025-11-28 09:30:00,True,340,354.99,18.085920674330367,13.743193326487415,4.342727347842953,61.44840650260346,47.50828129637631,13.940125206227151,9.597397858384198
2025-12-15 13:30:00,2025-12-17 10:30:00,2026-01-07 13:30:00,2026-01-07 13:30:00,False,340,352.38,18.983704820867615,5.92100604973416,13.062698771133455,6.860000000000014,0.0,6.860000000000014,-6.202698771133441
2026-01-08 13:00:00,2026-01-12 04:00:00,2026-02-04 13:00:00,2026-02-04 13:00:00,False,335,348.85,17.79352399416166,13.412680943286773,4.380843050874887,0.0,0.0,0.0,-4.380843050874887
2026-01-14 13:30:00,2026-01-20 04:00:00,2026-02-04 13:30:00,2026-02-04 13:30:00,False,340,350.52,15.939675657141379,10.140056036754089,5.79961962038729,0.0,0.0,0.0,-5.79961962038729
2026-01-20 16:00:00,2026-01-23 06:30:00,2026-02-11 16:00:00,2026-02-11 16:00:00,False,335,343.5,16.249570979502437,7.122350356953575,9.127220622548862,7.25,0.0,7.25,-1.8772206225488617
2026-03-02 08:00:00,2026-03-05 08:00:00,2026-03-25 08:00:00,2026-03-25 08:00:00,False,310,344.93,16.802314052897884,11.890485609300697,4.911828443597187,11.769999999999982,0.0,11.769999999999982,6.8581715564027945
2026-03-13 16:30:00,2026-03-16 16:30:00,2026-04-08 16:30:00,2026-03-27 05:00:00,False,320,334.42,18.702137935884394,12.5375140637409,6.164623872143494,0.0,0.0,0.0,-6.164623872143494
