entry_dt,settlement_dt,close_reason,k_call,k_put,call_prem,put_prem,net_debit,call_settle,put_settle,final_pnl
2026-01-29 07:55:00,2026-02-05 16:00:00,expiry,26200,25650,250.2639,65.4473,315.7112,0.0000,1078.5000,762.7888
2026-01-29 11:05:00,2026-02-05 16:00:00,expiry,25550,25050,265.6958,60.7892,326.4850,0.0000,478.5000,152.0150
2026-02-01 21:20:00,2026-02-09 16:00:00,expiry,25400,24900,273.7875,66.0947,339.8822,0.0000,0.0000,-339.8822
2026-02-09 01:30:00,2026-02-16 18:00:00,expiry,25200,24650,248.2731,60.7144,308.9875,0.0000,0.0000,-308.9875
2026-02-09 05:45:00,2026-02-16 18:00:00,expiry,25000,24500,259.6859,61.2143,320.9002,0.0000,0.0000,-320.9002
2026-02-09 21:50:00,2026-02-16 18:00:00,expiry,25300,24800,247.9708,56.8492,304.8201,0.0000,52.7500,-252.0701
2026-02-17 18:15:00,2026-02-24 16:00:00,expiry,24750,24250,242.1430,56.2532,298.3962,271.5000,0.0000,-26.8962
2026-02-19 08:30:00,2026-02-26 16:00:00,expiry,24850,24350,244.1899,63.3525,307.5424,232.5000,0.0000,-75.0424
2026-02-19 09:40:00,2026-02-26 16:00:00,expiry,24850,24350,245.5143,62.0362,307.5504,232.5000,0.0000,-75.0504
2026-02-25 02:45:00,2026-03-04 16:00:00,expiry,25050,24500,245.9588,59.1992,305.1579,66.2500,0.0000,-238.9079
2026-03-01 23:10:00,2026-03-09 16:00:00,expiry,24800,24300,253.0360,66.1367,319.1726,174.2500,0.0000,-144.9226
2026-03-02 01:25:00,2026-03-09 16:00:00,expiry,24650,24150,261.1392,60.1828,321.3220,324.2500,0.0000,2.9280
2026-03-04 21:35:00,2026-03-11 16:00:00,expiry,25100,24600,235.1322,59.6642,294.7964,0.0000,0.0000,-294.7964
2026-03-11 06:00:00,2026-03-18 16:00:00,expiry,24950,24450,245.8785,65.5407,311.4192,0.0000,0.0000,-311.4192
2026-03-11 18:55:00,2026-03-18 16:00:00,expiry,24850,24350,240.4046,57.3260,297.7306,0.0000,0.0000,-297.7306
2026-03-12 10:40:00,2026-03-19 16:00:00,expiry,24650,24150,242.4021,60.4719,302.8740,0.0000,0.0000,-302.8740
2026-03-19 04:05:00,2026-03-26 16:00:00,expiry,24600,24100,239.2888,65.7805,305.0693,0.0000,323.5000,18.4307
2026-03-19 08:05:00,2026-03-26 16:00:00,expiry,24550,24050,239.5764,62.3145,301.8908,0.0000,273.5000,-28.3908
2026-03-20 13:50:00,2026-03-27 16:00:00,expiry,24200,23750,240.6891,64.2445,304.9336,0.0000,459.7500,154.8164
2026-03-26 16:05:00,2026-03-31 23:55:00,force_close,23800,23350,229.0635,62.9817,292.0453,181.7500,0.0000,-110.2953
2026-03-27 10:30:00,2026-03-31 23:55:00,force_close,23500,23050,231.7397,62.8159,294.5556,481.7500,0.0000,187.1944
2026-03-27 16:35:00,2026-03-31 23:55:00,force_close,23250,22800,233.2120,55.6368,288.8488,731.7500,0.0000,442.9012
