entry_dt,lock_dt,lock_reason,settlement_dt,close_reason,k1,k2,long_prem,short_prem,net_debit,long_settle,short_settle,final_pnl
2024-01-03 09:30:00,2024-01-03 09:30:00,direct_entry,2024-01-10 16:00:00,expiry,16600,17150,171.4917,18.5448,152.9469,345.7500,0.0000,192.8031
2024-01-04 08:25:00,2024-01-04 08:25:00,direct_entry,2024-01-11 16:00:00,expiry,16500,17000,166.8212,22.6606,144.1606,464.7500,0.0000,320.5894
2024-01-04 21:20:00,2024-01-04 21:20:00,direct_entry,2024-01-11 16:00:00,expiry,16450,16950,162.6638,20.0558,142.6081,514.7500,14.7500,357.3919
2024-01-12 15:25:00,2024-01-12 15:25:00,direct_entry,2024-01-19 16:00:00,expiry,16950,17450,167.9025,23.1559,144.7466,510.2500,10.2500,355.2534
2024-01-15 10:15:00,2024-01-15 10:15:00,direct_entry,2024-01-22 16:00:00,expiry,16950,17450,167.0295,23.6085,143.4210,496.7500,0.0000,353.3290
2024-01-15 22:45:00,2024-01-15 22:45:00,direct_entry,2024-01-22 16:00:00,expiry,16900,17400,157.5793,19.8557,137.7236,546.7500,46.7500,362.2764
2024-01-24 15:30:00,2024-01-24 15:30:00,direct_entry,2024-01-31 16:00:00,expiry,17650,18150,164.1007,23.9633,140.1374,0.0000,0.0000,-140.1374
2024-01-30 10:25:00,2024-01-30 10:25:00,direct_entry,2024-02-06 16:00:00,expiry,17650,18200,177.9245,22.2146,155.7099,0.0000,0.0000,-155.7099
2024-02-02 02:50:00,2024-02-02 02:50:00,direct_entry,2024-02-09 16:00:00,expiry,17600,18150,178.1154,23.0824,155.0330,432.5000,0.0000,277.4670
2024-02-12 09:00:00,2024-02-12 09:00:00,direct_entry,2024-02-19 18:00:00,expiry,18050,18600,170.8886,21.8503,149.0383,0.0000,0.0000,-149.0383
2024-02-13 05:30:00,2024-02-13 05:30:00,direct_entry,2024-02-20 16:00:00,expiry,17850,18450,186.5880,20.0232,166.5648,0.0000,0.0000,-166.5648
2024-02-16 13:20:00,2024-02-16 13:20:00,direct_entry,2024-02-23 16:00:00,expiry,17850,18400,168.9803,20.4698,148.5105,121.5000,0.0000,-27.0105
2024-02-21 06:35:00,2024-02-21 06:35:00,direct_entry,2024-02-28 16:00:00,expiry,17550,18100,166.0277,19.9922,146.0355,343.2500,0.0000,197.2145
2024-02-25 20:15:00,2024-02-25 20:15:00,direct_entry,2024-03-04 16:00:00,expiry,17950,18500,177.4346,24.6085,152.8261,297.5000,0.0000,144.6739
2024-02-26 22:15:00,2024-02-26 22:15:00,direct_entry,2024-03-04 16:00:00,expiry,17950,18500,170.3307,19.8590,150.4717,297.5000,0.0000,147.0283
2024-02-28 16:50:00,2024-02-28 16:50:00,direct_entry,2024-03-06 16:00:00,expiry,17850,18400,176.6011,21.5940,155.0071,178.2500,0.0000,23.2429
2024-03-05 01:45:00,2024-03-05 01:45:00,direct_entry,2024-03-12 16:00:00,expiry,18200,18750,175.2507,24.0502,151.2006,275.7500,0.0000,124.5494
2024-03-05 14:05:00,2024-03-05 14:05:00,direct_entry,2024-03-12 16:00:00,expiry,17900,18450,173.3972,21.3984,151.9989,575.7500,25.7500,398.0011
2024-03-06 19:00:00,2024-03-06 19:00:00,direct_entry,2024-03-13 16:00:00,expiry,18050,18550,163.3575,24.2768,139.0806,284.0000,0.0000,144.9194
2024-03-14 13:20:00,2024-03-14 13:20:00,direct_entry,2024-03-21 16:00:00,expiry,18250,18800,175.2034,22.6932,152.5102,312.7500,0.0000,160.2398
2024-03-15 12:20:00,2024-03-15 12:20:00,direct_entry,2024-03-22 16:00:00,expiry,18050,18600,176.0758,22.5370,153.5387,510.0000,0.0000,356.4613
2024-03-18 16:25:00,2024-03-18 16:25:00,direct_entry,2024-03-25 16:00:00,expiry,18250,18800,171.4794,21.5074,149.9720,261.0000,0.0000,111.0280
2024-03-25 09:45:00,2024-03-25 09:45:00,direct_entry,2024-04-01 16:00:00,expiry,18450,19050,192.1754,21.9871,170.1882,50.5000,0.0000,-119.6882
2024-03-27 15:20:00,2024-03-27 15:20:00,direct_entry,2024-04-03 16:00:00,expiry,18400,19000,191.5400,21.0073,170.5326,0.0000,0.0000,-170.5326
2024-04-02 09:55:00,2024-04-02 09:55:00,direct_entry,2024-04-09 16:00:00,expiry,18250,18800,184.1602,25.1246,159.0356,149.2500,0.0000,-9.7856
2024-04-12 07:00:00,2024-04-12 07:00:00,direct_entry,2024-04-19 16:00:00,expiry,18400,18950,180.6562,25.0912,155.5650,0.0000,0.0000,-155.5650
2024-04-17 15:40:00,2024-04-17 15:40:00,direct_entry,2024-04-24 16:00:00,expiry,17700,18250,166.6406,19.3870,147.2536,0.0000,0.0000,-147.2536
2024-04-18 22:20:00,2024-04-18 22:20:00,direct_entry,2024-04-25 16:00:00,expiry,17250,17800,169.4258,18.1240,151.3018,532.2500,0.0000,380.9482
2024-04-24 15:05:00,2024-04-24 15:05:00,direct_entry,2024-05-01 16:00:00,expiry,17650,18150,164.3220,24.0693,140.2528,0.0000,0.0000,-140.2528
2024-04-30 05:00:00,2024-04-30 05:00:00,direct_entry,2024-05-07 16:00:00,expiry,17900,18450,170.2493,21.8511,148.3982,304.0000,0.0000,155.6018
2024-05-03 03:30:00,2024-05-03 03:30:00,direct_entry,2024-05-10 16:00:00,expiry,17750,18300,167.5242,21.1079,146.4164,500.0000,0.0000,353.5836
2024-05-05 23:20:00,2024-05-05 23:20:00,direct_entry,2024-05-13 16:00:00,expiry,18000,18600,187.1315,21.2283,165.9033,292.5000,0.0000,126.5967
2024-05-09 01:10:00,2024-05-09 01:10:00,direct_entry,2024-05-16 16:00:00,expiry,18150,18750,186.5324,21.2479,165.2845,496.5000,0.0000,331.2155
2024-05-13 23:55:00,2024-05-13 23:55:00,direct_entry,2024-05-20 16:00:00,expiry,18250,18800,182.3415,22.7924,159.5490,514.5000,0.0000,354.9510
2024-05-15 08:25:00,2024-05-15 08:25:00,direct_entry,2024-05-22 16:00:00,expiry,18400,19000,188.3067,21.2833,167.0234,415.2500,0.0000,248.2266
2024-05-17 11:50:00,2024-05-17 11:50:00,direct_entry,2024-05-24 16:00:00,expiry,18650,19200,181.0025,25.1365,155.8660,218.2500,0.0000,62.3840
2024-05-21 09:30:00,2024-05-21 09:30:00,direct_entry,2024-05-28 16:00:00,expiry,18700,19300,191.0992,22.4063,168.6929,254.0000,0.0000,85.3071
2024-05-23 05:10:00,2024-05-23 05:10:00,direct_entry,2024-05-30 16:00:00,expiry,18950,19550,185.6705,22.4617,163.2088,0.0000,0.0000,-163.2088
2024-05-29 07:30:00,2024-05-29 07:30:00,direct_entry,2024-06-05 16:00:00,expiry,18800,19400,193.8688,23.4768,170.3920,513.9700,0.0000,343.5780
2024-05-30 20:50:00,2024-05-30 20:50:00,direct_entry,2024-06-06 16:00:00,expiry,18500,19050,183.9620,24.1841,159.7779,810.6800,260.6800,390.2221
2024-05-31 10:55:00,2024-05-31 10:55:00,direct_entry,2024-06-07 16:00:00,expiry,18400,18950,175.8516,23.5008,152.3508,891.1700,341.1700,397.6492
2024-06-07 06:50:00,2024-06-07 06:50:00,direct_entry,2024-06-14 16:00:00,expiry,19350,19950,185.8432,23.2122,162.6310,604.1100,4.1100,437.3690
2024-06-10 09:30:00,2024-06-10 09:30:00,direct_entry,2024-06-17 16:00:00,expiry,19250,19850,203.8485,26.4492,177.3993,918.2500,318.2500,422.6007
2024-06-19 00:55:00,2024-06-19 00:55:00,direct_entry,2024-06-26 16:00:00,expiry,20200,20850,215.7759,27.1806,188.5953,0.0000,0.0000,-188.5953
2024-06-19 19:00:00,2024-06-19 19:00:00,direct_entry,2024-06-26 16:00:00,expiry,20250,20850,188.0162,24.0719,163.9444,0.0000,0.0000,-163.9444
2024-06-24 14:35:00,2024-06-24 14:35:00,direct_entry,2024-07-01 16:00:00,expiry,19800,20400,194.7439,25.0979,169.6460,256.5000,0.0000,86.8540
2024-07-04 01:10:00,2024-07-04 01:10:00,direct_entry,2024-07-11 16:00:00,expiry,20400,21050,209.2511,26.2636,182.9875,30.0000,0.0000,-152.9875
2024-07-07 19:50:00,2024-07-07 19:50:00,direct_entry,2024-07-15 16:00:00,expiry,20600,21250,212.0059,28.1192,183.8867,0.0000,0.0000,-183.8867
2024-07-11 12:05:00,2024-07-11 12:05:00,direct_entry,2024-07-18 16:00:00,expiry,20500,21150,209.6983,25.0181,184.6802,0.0000,0.0000,-184.6802
2024-07-15 15:55:00,2024-07-15 15:55:00,direct_entry,2024-07-22 16:00:00,expiry,20600,21200,198.0317,27.5577,170.4740,0.0000,0.0000,-170.4740
2024-07-16 23:25:00,2024-07-16 23:25:00,direct_entry,2024-07-23 16:00:00,expiry,20550,21150,197.2191,26.1013,171.1178,0.0000,0.0000,-171.1178
2024-07-24 10:25:00,2024-07-24 10:25:00,direct_entry,2024-07-31 16:00:00,expiry,19500,20100,186.2966,23.1814,163.1152,39.7500,0.0000,-123.3652
2024-07-29 22:05:00,2024-07-29 22:05:00,direct_entry,2024-08-05 16:00:00,expiry,19100,19700,187.9491,21.0251,166.9240,0.0000,0.0000,-166.9240
2024-07-30 13:05:00,2024-07-30 13:05:00,direct_entry,2024-08-06 16:00:00,expiry,18850,19450,190.1824,22.1034,168.0790,0.0000,0.0000,-168.0790
2024-08-01 13:50:00,2024-08-01 13:50:00,direct_entry,2024-08-08 16:00:00,expiry,19000,19550,175.5052,24.4491,151.0561,0.0000,0.0000,-151.0561
2024-08-06 05:20:00,2024-08-06 05:20:00,direct_entry,2024-08-13 16:00:00,expiry,18100,18700,194.5382,22.1736,172.3646,1007.2500,407.2500,427.6354
2024-08-12 15:50:00,2024-08-12 15:50:00,direct_entry,2024-08-19 16:00:00,expiry,18600,19200,188.1526,20.7615,167.3911,1237.2500,637.2500,432.6089
2024-08-15 07:00:00,2024-08-15 07:00:00,direct_entry,2024-08-22 16:00:00,expiry,19150,19750,182.6150,22.0692,160.5458,460.5000,0.0000,299.9542
