entry_dt,lock_dt,lock_reason,settlement_dt,close_reason,k1,k2,long_prem,short_prem,net_debit,long_settle,short_settle,final_pnl
2024-08-20 08:25:00,2024-08-20 08:25:00,direct_entry,2024-08-27 16:00:00,expiry,19850,20500,209.4317,23.9205,185.5112,0.0000,0.0000,-185.5112
2024-08-21 05:05:00,2024-08-21 05:05:00,direct_entry,2024-08-28 16:00:00,expiry,19800,20450,201.2470,22.6628,178.5842,0.0000,0.0000,-178.5842
2024-08-26 14:10:00,2024-08-26 14:10:00,direct_entry,2024-09-02 18:00:00,expiry,19550,20150,192.9241,24.1724,168.7518,130.0000,0.0000,-38.7518
2024-09-03 14:30:00,2024-09-03 14:30:00,direct_entry,2024-09-10 16:00:00,expiry,19050,19650,196.9046,23.7496,173.1550,0.0000,0.0000,-173.1550
2024-09-05 20:50:00,2024-09-05 20:50:00,direct_entry,2024-09-12 16:00:00,expiry,18850,19400,182.6178,24.7332,157.8847,598.2500,48.2500,392.1153
2024-09-06 14:25:00,2024-09-06 14:25:00,direct_entry,2024-09-13 16:00:00,expiry,18450,19050,184.9742,20.0009,164.9733,1296.2500,696.2500,435.0267
2024-09-10 21:40:00,2024-09-10 21:40:00,direct_entry,2024-09-17 16:00:00,expiry,18800,19400,186.1041,20.0574,166.0467,887.5000,287.5000,433.9533
2024-09-15 18:00:00,2024-09-15 18:00:00,direct_entry,2024-09-23 16:00:00,expiry,19750,20400,208.5181,25.4813,183.0368,327.5000,0.0000,144.4632
2024-09-16 08:35:00,2024-09-16 08:35:00,direct_entry,2024-09-23 16:00:00,expiry,19700,20300,188.3453,24.3232,164.0221,377.5000,0.0000,213.4779
2024-09-18 12:05:00,2024-09-18 12:05:00,direct_entry,2024-09-25 16:00:00,expiry,19600,20200,197.6400,25.5996,172.0403,622.7500,22.7500,427.9597
2024-09-25 02:40:00,2024-09-25 02:40:00,direct_entry,2024-10-02 16:00:00,expiry,20100,20750,197.6032,22.9681,174.6351,0.0000,0.0000,-174.6351
2024-09-27 04:00:00,2024-09-27 04:00:00,direct_entry,2024-10-04 16:00:00,expiry,20250,20900,211.4142,25.9398,185.4745,0.0000,0.0000,-185.4745
2024-09-29 18:05:00,2024-09-29 18:05:00,direct_entry,2024-10-07 16:00:00,expiry,20200,20850,213.0278,27.5697,185.4581,0.0000,0.0000,-185.4581
2024-10-07 02:05:00,2024-10-07 02:05:00,direct_entry,2024-10-14 16:00:00,expiry,20200,20850,203.5651,24.4722,179.0928,404.0000,0.0000,224.9072
2024-10-09 03:25:00,2024-10-09 03:25:00,direct_entry,2024-10-16 16:00:00,expiry,20200,20850,212.4430,26.1136,186.3295,141.5000,0.0000,-44.8295
2024-10-11 05:00:00,2024-10-11 05:00:00,direct_entry,2024-10-18 16:00:00,expiry,20350,21000,216.0788,27.0261,189.0527,143.0000,0.0000,-46.0527
2024-10-21 00:10:00,2024-10-21 00:10:00,direct_entry,2024-10-28 16:00:00,expiry,20500,21150,200.7543,24.8674,175.8869,11.7500,0.0000,-164.1369
2024-10-22 09:10:00,2024-10-22 09:10:00,direct_entry,2024-10-29 16:00:00,expiry,20400,21050,199.1746,23.0927,176.0819,314.0000,0.0000,137.9181
2024-10-23 12:40:00,2024-10-23 12:40:00,direct_entry,2024-10-30 16:00:00,expiry,20250,20900,209.1275,24.2159,184.9116,320.7500,0.0000,135.8384
2024-10-30 16:00:00,2024-10-30 16:00:00,direct_entry,2024-11-06 16:00:00,expiry,20550,21200,211.7579,24.9695,186.7884,358.2500,0.0000,171.4616
2024-10-31 14:10:00,2024-10-31 14:10:00,direct_entry,2024-11-07 16:00:00,expiry,20050,20650,189.2623,24.5651,164.6972,1170.2500,570.2500,435.3028
2024-11-04 09:40:00,2024-11-04 09:40:00,direct_entry,2024-11-11 16:00:00,expiry,20100,20750,205.4781,23.5660,181.9122,1121.0000,471.0000,468.0878
2024-11-14 12:35:00,2024-11-14 12:35:00,direct_entry,2024-11-21 16:00:00,expiry,21100,21750,195.8100,23.5208,172.2892,0.0000,0.0000,-172.2892
2024-11-18 20:35:00,2024-11-18 20:35:00,direct_entry,2024-11-25 16:00:00,expiry,20600,21250,207.7705,23.5996,184.1708,279.5000,0.0000,95.3292
2024-11-25 03:35:00,2024-11-25 03:35:00,direct_entry,2024-12-02 16:00:00,expiry,20950,21600,213.5213,28.2013,185.3200,277.5000,0.0000,92.1800
2024-12-05 14:05:00,2024-12-05 14:05:00,direct_entry,2024-12-12 16:00:00,expiry,21500,22150,213.1829,27.8685,185.3145,122.7500,0.0000,-62.5645
2024-12-06 08:30:00,2024-12-06 08:30:00,direct_entry,2024-12-13 16:00:00,expiry,21500,22200,220.0371,24.9641,195.0730,275.5000,0.0000,80.4270
2024-12-10 19:35:00,2024-12-10 19:35:00,direct_entry,2024-12-17 16:00:00,expiry,21400,22050,218.7958,27.9532,190.8426,888.2500,238.2500,459.1574
2024-12-18 22:00:00,2024-12-18 22:00:00,direct_entry,2024-12-25 18:00:00,expiry,21450,22100,218.0908,27.5227,190.5681,603.0000,0.0000,412.4319
2024-12-19 12:50:00,2024-12-19 12:50:00,direct_entry,2024-12-26 16:00:00,expiry,21450,22150,220.5957,24.3043,196.2915,543.5000,0.0000,347.2085
2024-12-26 04:25:00,2024-12-26 04:25:00,direct_entry,2025-01-02 16:00:00,expiry,21950,22650,225.7360,27.8181,197.9179,0.0000,0.0000,-197.9179
2024-12-26 19:45:00,2024-12-26 19:45:00,direct_entry,2025-01-02 16:00:00,expiry,22000,22650,201.9326,25.7312,176.2013,0.0000,0.0000,-176.2013
2024-12-27 12:25:00,2024-12-27 12:25:00,direct_entry,2025-01-03 16:00:00,expiry,21550,22200,205.2547,26.5278,178.7269,0.0000,0.0000,-178.7269
2025-01-08 02:30:00,2025-01-08 02:30:00,direct_entry,2025-01-15 16:00:00,expiry,21400,22050,208.1387,28.2783,179.8605,0.0000,0.0000,-179.8605
2025-01-13 03:00:00,2025-01-13 03:00:00,direct_entry,2025-01-20 18:00:00,expiry,20900,21550,211.4264,27.7038,183.7226,796.0000,146.0000,466.2774
2025-01-16 00:30:00,2025-01-16 00:30:00,direct_entry,2025-01-23 16:00:00,expiry,21400,22050,213.6953,29.8337,183.8616,638.0000,0.0000,454.1384
2025-01-16 14:00:00,2025-01-16 14:00:00,direct_entry,2025-01-23 16:00:00,expiry,21300,21950,214.4077,27.6601,186.7477,738.0000,88.0000,463.2523
2025-01-22 15:50:00,2025-01-22 15:50:00,direct_entry,2025-01-29 16:00:00,expiry,22000,22700,223.3697,25.6700,197.6997,0.0000,0.0000,-197.6997
2025-01-24 14:20:00,2025-01-24 14:20:00,direct_entry,2025-01-31 16:00:00,expiry,21850,22550,223.6886,25.6153,198.0733,0.0000,0.0000,-198.0733
2025-01-26 18:40:00,2025-01-26 18:40:00,direct_entry,2025-02-03 16:00:00,expiry,21650,22350,229.7350,29.4041,200.3309,0.0000,0.0000,-200.3309
2025-02-04 21:30:00,2025-02-04 21:30:00,direct_entry,2025-02-11 16:00:00,expiry,21550,22200,220.0509,28.2763,191.7746,243.7500,0.0000,51.9754
2025-02-07 12:05:00,2025-02-07 12:05:00,direct_entry,2025-02-14 16:00:00,expiry,21650,22350,218.5693,24.4943,194.0749,545.5000,0.0000,351.4251
2025-02-13 03:00:00,2025-02-13 03:00:00,direct_entry,2025-02-20 16:00:00,expiry,21850,22550,225.8925,27.8227,198.0698,286.2500,0.0000,88.1802
2025-02-19 09:50:00,2025-02-19 09:50:00,direct_entry,2025-02-26 16:00:00,expiry,22200,22900,215.1615,25.4283,189.7332,0.0000,0.0000,-189.7332
2025-02-21 14:40:00,2025-02-21 14:40:00,direct_entry,2025-02-28 16:00:00,expiry,21700,22350,210.3720,27.6436,182.7284,0.0000,0.0000,-182.7284
2025-02-25 05:00:00,2025-02-25 05:00:00,direct_entry,2025-03-04 16:00:00,expiry,21350,22000,207.7130,27.6943,180.0187,0.0000,0.0000,-180.0187
2025-02-27 15:30:00,2025-02-27 15:30:00,direct_entry,2025-03-06 16:00:00,expiry,20700,21350,210.3425,25.1185,185.2240,0.0000,0.0000,-185.2240
2025-03-03 20:40:00,2025-03-03 20:40:00,direct_entry,2025-03-10 16:00:00,expiry,20500,21100,198.9951,26.8040,172.1911,0.0000,0.0000,-172.1911
2025-03-04 21:35:00,2025-03-04 21:35:00,direct_entry,2025-03-11 16:00:00,expiry,20500,21100,184.6876,23.5555,161.1321,0.0000,0.0000,-161.1321
2025-03-07 01:15:00,2025-03-07 01:15:00,direct_entry,2025-03-14 16:00:00,expiry,20150,20800,205.0931,24.7775,180.3156,0.0000,0.0000,-180.3156
2025-03-10 19:40:00,2025-03-10 19:40:00,direct_entry,2025-03-17 16:00:00,expiry,19300,19900,187.5087,21.7224,165.7862,722.7500,122.7500,434.2138
2025-03-13 01:10:00,2025-03-13 01:10:00,direct_entry,2025-03-20 16:00:00,expiry,19450,20100,211.7272,24.3993,187.3279,455.2500,0.0000,267.9221
2025-03-17 00:00:00,2025-03-17 00:00:00,direct_entry,2025-03-24 16:00:00,expiry,19800,20450,205.6190,24.2053,181.4136,562.2500,0.0000,380.8364
2025-03-18 00:00:00,2025-03-18 00:00:00,direct_entry,2025-03-25 16:00:00,expiry,19950,20600,200.5566,23.5536,177.0030,551.0000,0.0000,373.9970
2025-03-21 01:50:00,2025-03-21 01:50:00,direct_entry,2025-03-28 16:00:00,expiry,19850,20500,199.8872,22.9456,176.9416,0.0000,0.0000,-176.9416
2025-03-26 05:05:00,2025-03-26 05:05:00,direct_entry,2025-04-02 16:00:00,expiry,20450,21100,211.6038,26.3192,185.2846,0.0000,0.0000,-185.2846
2025-03-30 23:50:00,2025-03-30 23:50:00,direct_entry,2025-04-07 16:00:00,expiry,19200,19800,194.2482,25.5704,168.6778,0.0000,0.0000,-168.6778
2025-04-02 03:55:00,2025-04-02 03:55:00,direct_entry,2025-04-09 16:00:00,expiry,19550,20150,190.6655,25.0971,165.5685,0.0000,0.0000,-165.5685
2025-04-03 03:20:00,2025-04-03 03:20:00,direct_entry,2025-04-10 16:00:00,expiry,19100,19700,192.4371,24.4666,167.9705,0.0000,0.0000,-167.9705
2025-04-08 15:50:00,2025-04-08 15:50:00,direct_entry,2025-04-15 16:00:00,expiry,17250,17750,156.1622,21.1733,134.9889,1719.0000,1219.0000,365.0111
2025-04-10 08:30:00,2025-04-10 08:30:00,direct_entry,2025-04-17 16:00:00,expiry,18900,19500,197.2237,24.2841,172.9396,0.0000,0.0000,-172.9396
2025-04-14 12:15:00,2025-04-14 12:15:00,direct_entry,2025-04-21 16:00:00,expiry,18850,19450,195.4161,23.2701,172.1459,0.0000,0.0000,-172.1459
2025-04-16 00:20:00,2025-04-16 00:20:00,direct_entry,2025-04-23 16:00:00,expiry,18700,19250,178.8663,26.2830,152.5833,80.5000,0.0000,-72.0833
2025-04-21 03:45:00,2025-04-21 03:45:00,direct_entry,2025-04-28 16:00:00,expiry,18200,18750,172.8193,23.2619,149.5574,1297.2500,747.2500,400.4426
2025-04-27 20:25:00,2025-04-27 20:25:00,direct_entry,2025-05-05 16:00:00,expiry,19450,20050,194.5106,26.7088,167.8018,578.5000,0.0000,410.6982
2025-04-29 08:25:00,2025-04-29 08:25:00,direct_entry,2025-05-06 16:00:00,expiry,19500,20100,189.6091,24.1452,165.4639,373.2500,0.0000,207.7861
2025-05-02 05:05:00,2025-05-02 05:05:00,direct_entry,2025-05-09 16:00:00,expiry,19900,20550,200.5702,22.7652,177.8050,244.5000,0.0000,66.6950
2025-05-05 20:50:00,2025-05-05 20:50:00,direct_entry,2025-05-12 16:00:00,expiry,20000,20600,186.8816,23.0108,163.8708,958.7500,358.7500,436.1292
2025-05-07 01:30:00,2025-05-07 01:30:00,direct_entry,2025-05-14 16:00:00,expiry,20000,20650,208.6309,25.1000,183.5309,1385.5000,735.5000,466.4691
2025-05-12 22:45:00,2025-05-12 22:45:00,direct_entry,2025-05-19 16:00:00,expiry,20850,21500,207.5935,23.8144,183.7791,643.5000,0.0000,459.7209
2025-05-15 21:25:00,2025-05-15 21:25:00,direct_entry,2025-05-22 16:00:00,expiry,21350,22000,213.9139,26.4895,187.4244,0.0000,0.0000,-187.4244
2025-05-19 03:15:00,2025-05-19 03:15:00,direct_entry,2025-05-26 18:00:00,expiry,21200,21850,214.4487,29.0857,185.3630,67.2500,0.0000,-118.1130
2025-05-21 00:30:00,2025-05-21 00:30:00,direct_entry,2025-05-28 16:00:00,expiry,21350,22050,226.4533,27.0752,199.3782,14.2500,0.0000,-185.1282
2025-05-26 20:35:00,2025-05-26 20:35:00,direct_entry,2025-06-02 16:00:00,expiry,21200,21850,215.2796,26.5497,188.7299,345.7500,0.0000,157.0201
2025-05-27 08:45:00,2025-05-27 08:45:00,direct_entry,2025-06-03 16:00:00,expiry,21300,21950,203.7190,26.1597,177.5593,382.7500,0.0000,205.1907
2025-05-29 10:25:00,2025-05-29 10:25:00,direct_entry,2025-06-05 16:00:00,expiry,21450,22100,216.4806,29.0551,187.4255,159.7500,0.0000,-27.6755
2025-06-04 21:40:00,2025-06-04 21:40:00,direct_entry,2025-06-11 16:00:00,expiry,21750,22400,204.6971,25.4524,179.2447,136.7500,0.0000,-42.4947
2025-06-08 19:00:00,2025-06-08 19:00:00,direct_entry,2025-06-16 16:00:00,expiry,21750,22450,222.1300,27.9858,194.1442,431.0000,0.0000,236.8558
2025-06-11 20:30:00,2025-06-11 20:30:00,direct_entry,2025-06-18 16:00:00,expiry,21850,22500,199.2341,24.7204,174.5136,112.0000,0.0000,-62.5136
2025-06-16 14:50:00,2025-06-16 14:50:00,direct_entry,2025-06-23 16:00:00,expiry,22150,22850,224.0509,26.3190,197.7319,0.0000,0.0000,-197.7319
2025-06-23 09:35:00,2025-06-23 09:35:00,direct_entry,2025-06-30 16:00:00,expiry,21850,22550,226.9277,27.0117,199.9160,1026.2500,326.2500,500.0840
2025-06-25 12:50:00,2025-06-25 12:50:00,direct_entry,2025-07-02 16:00:00,expiry,22450,23150,213.9909,25.3089,188.6820,384.2500,0.0000,195.5680
2025-07-01 01:25:00,2025-07-01 01:25:00,direct_entry,2025-07-08 16:00:00,expiry,22850,23600,232.9389,26.8631,206.0757,49.7500,0.0000,-156.3257
2025-07-02 06:55:00,2025-07-02 06:55:00,direct_entry,2025-07-09 16:00:00,expiry,22700,23400,221.8436,28.4214,193.4222,341.2500,0.0000,147.8278
2025-07-04 00:40:00,2025-07-04 00:40:00,direct_entry,2025-07-11 16:00:00,expiry,23000,23750,237.0492,28.1580,208.8912,0.0000,0.0000,-208.8912
2025-07-10 00:25:00,2025-07-10 00:25:00,direct_entry,2025-07-17 16:00:00,expiry,23000,23750,230.8874,26.9647,203.9227,239.0000,0.0000,35.0773
2025-07-15 16:35:00,2025-07-15 16:35:00,direct_entry,2025-07-22 16:00:00,expiry,23000,23750,235.6770,25.3446,210.3323,218.2500,0.0000,7.9177
2025-07-16 11:25:00,2025-07-16 11:25:00,direct_entry,2025-07-23 16:00:00,expiry,23000,23700,218.2410,27.6512,190.5898,335.0000,0.0000,144.4102
2025-07-18 13:10:00,2025-07-18 13:10:00,direct_entry,2025-07-25 16:00:00,expiry,23200,23900,231.0549,30.6051,200.4498,222.0000,0.0000,21.5502
2025-07-25 09:15:00,2025-07-25 09:15:00,direct_entry,2025-08-01 16:00:00,expiry,23350,24100,242.3652,28.6924,213.6728,0.0000,0.0000,-213.6728
2025-07-31 14:20:00,2025-07-31 14:20:00,direct_entry,2025-08-07 16:00:00,expiry,23400,24100,223.7074,29.2785,194.4289,104.5000,0.0000,-89.9289
2025-08-05 18:20:00,2025-08-05 18:20:00,direct_entry,2025-08-12 16:00:00,expiry,23050,23800,236.2747,25.2846,210.9901,876.5000,126.5000,539.0099
2025-08-07 14:25:00,2025-08-07 14:25:00,direct_entry,2025-08-14 16:00:00,expiry,23350,24100,239.9517,27.3431,212.6086,534.0000,0.0000,321.3914
2025-08-11 15:55:00,2025-08-11 15:55:00,direct_entry,2025-08-18 16:00:00,expiry,23650,24350,225.2892,29.9456,195.3436,143.5000,0.0000,-51.8436
2025-08-15 11:45:00,2025-08-15 11:45:00,direct_entry,2025-08-22 16:00:00,expiry,23800,24500,225.0469,30.9518,194.0951,0.0000,0.0000,-194.0951
2025-08-18 04:30:00,2025-08-18 04:30:00,direct_entry,2025-08-25 16:00:00,expiry,23800,24550,232.7993,28.5916,204.2077,0.0000,0.0000,-204.2077
2025-08-19 00:30:00,2025-08-19 00:30:00,direct_entry,2025-08-26 16:00:00,expiry,23750,24500,241.7216,30.9962,210.7255,0.0000,0.0000,-210.7255
2025-08-25 08:30:00,2025-08-25 08:30:00,direct_entry,2025-09-01 18:00:00,expiry,23500,24200,222.7140,30.2565,192.4575,0.0000,0.0000,-192.4575
2025-08-27 04:35:00,2025-08-27 04:35:00,direct_entry,2025-09-03 16:00:00,expiry,23600,24350,230.8462,27.7141,203.1322,0.0000,0.0000,-203.1322
2025-08-28 21:25:00,2025-08-28 21:25:00,direct_entry,2025-09-04 16:00:00,expiry,23750,24450,223.3116,28.8056,194.5060,0.0000,0.0000,-194.5060
2025-09-02 06:55:00,2025-09-02 06:55:00,direct_entry,2025-09-09 16:00:00,expiry,23250,24000,234.9612,27.3498,207.6114,608.2500,0.0000,400.6386
2025-09-08 21:40:00,2025-09-08 21:40:00,direct_entry,2025-09-15 16:00:00,expiry,23800,24500,230.5672,30.4573,200.1098,493.7500,0.0000,293.6402
2025-09-09 10:50:00,2025-09-09 10:50:00,direct_entry,2025-09-16 16:00:00,expiry,23800,24550,229.8736,26.9860,202.8876,497.5000,0.0000,294.6124
2025-09-10 14:30:00,2025-09-10 14:30:00,direct_entry,2025-09-17 16:00:00,expiry,23900,24600,223.4406,30.3625,193.0781,360.2500,0.0000,167.1719
