entry_dt,settlement_dt,close_reason,k_call,k_put,k_put_short,call_prem,put_prem,put_short_prem,net_debit,call_settle,put_settle,put_short_settle,final_pnl
2024-01-03 10:45:00,2024-01-10 16:00:00,expiry,16600,16400,0.0000,162.4019,74.5678,0.0000,236.9697,350.2500,0.0000,0.0000,113.2803
2024-01-04 09:30:00,2024-01-11 16:00:00,expiry,16500,16250,0.0000,152.0825,65.3349,0.0000,217.4174,466.7500,0.0000,0.0000,249.3326
2024-01-05 06:45:00,2024-01-12 16:00:00,expiry,16400,16200,0.0000,159.0440,76.3490,0.0000,235.3930,561.5000,0.0000,0.0000,326.1070
2024-01-23 04:00:00,2024-01-30 16:00:00,expiry,17450,17250,0.0000,180.1607,80.7168,0.0000,260.8775,117.0000,0.0000,0.0000,-143.8775
2024-01-25 20:45:00,2024-02-01 16:00:00,expiry,17500,17300,0.0000,178.9113,70.7717,0.0000,249.6830,44.7500,0.0000,0.0000,-204.9330
2024-02-13 15:30:00,2024-02-20 16:00:00,expiry,17600,17400,0.0000,184.8399,72.4909,0.0000,257.3308,0.0000,0.0000,0.0000,-257.3308
2024-02-25 20:15:00,2024-03-04 16:00:00,expiry,17950,17700,0.0000,183.6751,76.1442,0.0000,259.8193,291.0000,0.0000,0.0000,31.1807
2024-03-04 19:00:00,2024-03-11 16:00:00,expiry,18250,18000,0.0000,168.2867,73.0061,0.0000,241.2929,0.0000,0.0000,0.0000,-241.2929
2024-03-04 21:00:00,2024-03-11 16:00:00,expiry,18200,18000,0.0000,177.5698,80.4085,0.0000,257.9782,31.8300,0.0000,0.0000,-226.1482
2024-03-05 04:15:00,2024-03-12 16:00:00,expiry,18150,17900,0.0000,185.1588,72.8258,0.0000,257.9847,317.0000,0.0000,0.0000,59.0153
2024-03-15 13:00:00,2024-03-22 16:00:00,expiry,18050,17800,0.0000,172.5233,72.2974,0.0000,244.8207,512.2500,0.0000,0.0000,267.4293
2024-04-16 06:30:00,2024-04-23 16:00:00,expiry,17850,17650,0.0000,181.0716,84.0784,0.0000,265.1499,0.0000,13.0000,0.0000,-252.1499
2024-05-01 04:00:00,2024-05-08 16:00:00,expiry,17500,17250,0.0000,164.7370,75.2986,0.0000,240.0356,661.5000,0.0000,0.0000,421.4644
2024-05-01 06:30:00,2024-05-08 16:00:00,expiry,17450,17200,0.0000,169.3401,70.4539,0.0000,239.7939,711.5000,0.0000,0.0000,471.7061
2024-05-01 13:15:00,2024-05-08 16:00:00,expiry,17450,17250,0.0000,171.3408,79.4118,0.0000,250.7526,711.5000,0.0000,0.0000,460.7474
2024-05-31 04:00:00,2024-06-07 16:00:00,expiry,18550,18300,0.0000,190.9099,75.2607,0.0000,266.1707,735.0900,0.0000,0.0000,468.9193
2024-05-31 07:00:00,2024-06-07 16:00:00,expiry,18550,18300,0.0000,178.9857,79.5836,0.0000,258.5693,735.0900,0.0000,0.0000,476.5207
2024-06-24 10:45:00,2024-07-01 16:00:00,expiry,19900,19650,0.0000,201.2686,82.7454,0.0000,284.0140,141.2500,0.0000,0.0000,-142.7640
2024-06-24 14:30:00,2024-07-01 16:00:00,expiry,19800,19550,0.0000,195.1826,81.8585,0.0000,277.0411,241.2500,0.0000,0.0000,-35.7911
2024-06-25 04:00:00,2024-07-02 16:00:00,expiry,19750,19500,0.0000,209.9350,81.2153,0.0000,291.1503,503.7500,0.0000,0.0000,212.5997
2024-07-17 11:15:00,2024-07-24 16:00:00,expiry,20150,19900,0.0000,190.1136,92.0104,0.0000,282.1240,0.0000,640.5000,0.0000,358.3760
2024-07-17 12:45:00,2024-07-24 16:00:00,expiry,20050,19800,0.0000,204.7163,81.3854,0.0000,286.1017,0.0000,540.5000,0.0000,254.3983
2024-07-24 01:00:00,2024-07-31 16:00:00,expiry,19750,19500,0.0000,203.2288,86.9251,0.0000,290.1539,0.0000,0.0000,0.0000,-290.1539
2024-07-25 02:15:00,2024-08-01 16:00:00,expiry,19250,19000,0.0000,192.5107,85.0393,0.0000,277.5501,0.0000,59.5000,0.0000,-218.0501
2024-07-29 22:45:00,2024-08-05 16:00:00,expiry,19100,18900,0.0000,186.3764,86.0441,0.0000,272.4204,0.0000,824.7500,0.0000,552.3296
2024-08-05 02:30:00,2024-08-12 16:00:00,expiry,17650,17400,0.0000,171.1443,74.7621,0.0000,245.9063,986.0000,0.0000,0.0000,740.0937
2024-09-29 18:00:00,2024-10-07 16:00:00,expiry,20250,19950,0.0000,199.2686,86.7648,0.0000,286.0335,0.0000,0.0000,0.0000,-286.0335
2024-09-30 02:30:00,2024-10-07 16:00:00,expiry,20150,19900,0.0000,216.8748,84.0025,0.0000,300.8773,0.0000,0.0000,0.0000,-300.8773
2024-10-31 12:00:00,2024-11-07 16:00:00,expiry,20100,19850,0.0000,190.9312,90.2281,0.0000,281.1592,1137.5000,0.0000,0.0000,856.3408
2024-11-14 21:00:00,2024-11-21 16:00:00,expiry,20900,20650,0.0000,200.4319,88.1924,0.0000,288.6243,0.0000,0.0000,0.0000,-288.6243
2024-11-15 12:30:00,2024-11-22 16:00:00,expiry,20500,20250,0.0000,203.8063,87.9608,0.0000,291.7671,354.0000,0.0000,0.0000,62.2329
2024-12-19 20:15:00,2024-12-26 16:00:00,expiry,21300,21050,0.0000,199.6452,94.6109,0.0000,294.2561,696.5000,0.0000,0.0000,402.2439
2024-12-19 21:30:00,2024-12-26 16:00:00,expiry,21250,21000,0.0000,203.7315,90.5164,0.0000,294.2479,746.5000,0.0000,0.0000,452.2521
2024-12-20 06:00:00,2024-12-27 16:00:00,expiry,21100,20850,0.0000,220.2363,92.2266,0.0000,312.4629,624.7500,0.0000,0.0000,312.2871
2024-12-27 12:30:00,2025-01-03 16:00:00,expiry,21550,21300,0.0000,212.7520,97.1319,0.0000,309.8839,0.0000,0.0000,0.0000,-309.8839
2024-12-30 10:30:00,2025-01-06 16:00:00,expiry,21350,21100,0.0000,223.0968,90.4273,0.0000,313.5241,432.5000,0.0000,0.0000,118.9759
2025-01-07 15:45:00,2025-01-14 16:00:00,expiry,21350,21100,0.0000,213.3788,91.3450,0.0000,304.7239,0.0000,124.5000,0.0000,-180.2239
2025-01-26 21:15:00,2025-02-03 16:00:00,expiry,21550,21250,0.0000,210.9234,95.9309,0.0000,306.8543,0.0000,0.0000,0.0000,-306.8543
2025-01-27 02:30:00,2025-02-03 16:00:00,expiry,21350,21100,0.0000,215.9222,100.9569,0.0000,316.8791,78.2500,0.0000,0.0000,-238.6291
2025-01-27 03:45:00,2025-02-03 16:00:00,expiry,21250,20950,0.0000,211.5564,86.3478,0.0000,297.9042,178.2500,0.0000,0.0000,-119.6542
2025-02-25 03:00:00,2025-03-04 16:00:00,expiry,21400,21150,0.0000,217.4121,100.3866,0.0000,317.7986,0.0000,668.0000,0.0000,350.2014
2025-02-25 04:00:00,2025-03-04 16:00:00,expiry,21350,21100,0.0000,228.0014,93.0291,0.0000,321.0305,0.0000,618.0000,0.0000,296.9695
2025-02-25 06:00:00,2025-03-04 16:00:00,expiry,21300,21050,0.0000,225.9757,91.8443,0.0000,317.8200,0.0000,568.0000,0.0000,250.1800
2025-03-06 15:00:00,2025-03-13 16:00:00,expiry,20150,19900,0.0000,186.7253,90.9677,0.0000,277.6931,0.0000,582.7500,0.0000,305.0569
2025-03-10 15:15:00,2025-03-17 16:00:00,expiry,19450,19200,0.0000,182.3566,83.7558,0.0000,266.1124,571.2500,0.0000,0.0000,305.1376
2025-03-10 21:15:00,2025-03-17 16:00:00,expiry,19200,19000,0.0000,192.8353,84.8754,0.0000,277.7108,821.2500,0.0000,0.0000,543.5392
2025-03-28 04:30:00,2025-04-04 16:00:00,expiry,19900,19650,0.0000,197.4354,89.5925,0.0000,287.0279,0.0000,2126.5000,0.0000,1839.4721
2025-03-28 09:00:00,2025-04-04 16:00:00,expiry,19950,19700,0.0000,193.6362,88.9693,0.0000,282.6055,0.0000,2176.5000,0.0000,1893.8945
2025-03-28 13:30:00,2025-04-04 16:00:00,expiry,19450,19200,0.0000,194.9374,78.1984,0.0000,273.1358,0.0000,1676.5000,0.0000,1403.3642
2025-04-21 14:00:00,2025-04-28 16:00:00,expiry,17750,17500,0.0000,162.8862,72.9493,0.0000,235.8356,1736.7500,0.0000,0.0000,1500.9144
2025-04-30 10:00:00,2025-05-07 16:00:00,expiry,19250,19000,0.0000,193.0251,79.1465,0.0000,272.1716,729.5000,0.0000,0.0000,457.3284
2025-05-06 05:45:00,2025-05-13 16:00:00,expiry,19850,19600,0.0000,208.7279,81.8809,0.0000,290.6088,1408.7500,0.0000,0.0000,1118.1412
2025-05-06 09:30:00,2025-05-13 16:00:00,expiry,19850,19600,0.0000,196.3139,85.7113,0.0000,282.0252,1408.7500,0.0000,0.0000,1126.7248
2025-05-21 03:00:00,2025-05-28 16:00:00,expiry,21300,21050,0.0000,227.7176,93.2986,0.0000,321.0162,82.0000,0.0000,0.0000,-239.0162
2025-05-21 06:30:00,2025-05-28 16:00:00,expiry,21300,21000,0.0000,203.9999,88.9093,0.0000,292.9092,82.0000,0.0000,0.0000,-210.9092
2025-06-19 10:45:00,2025-06-26 16:00:00,expiry,21750,21450,0.0000,204.0342,91.4541,0.0000,295.4883,903.0000,0.0000,0.0000,607.5117
2025-07-15 18:45:00,2025-07-22 16:00:00,expiry,23000,22750,0.0000,227.5514,102.7624,0.0000,330.3138,198.5000,0.0000,0.0000,-131.8138
2025-08-01 14:15:00,2025-08-08 16:00:00,expiry,22900,22600,0.0000,220.3843,94.6825,0.0000,315.0667,864.2500,0.0000,0.0000,549.1833
2025-08-19 22:00:00,2025-08-26 16:00:00,expiry,23400,23100,0.0000,214.7151,97.3358,0.0000,312.0509,209.2500,0.0000,0.0000,-102.8009
2025-08-29 12:00:00,2025-09-05 16:00:00,expiry,23450,23200,0.0000,242.6350,106.5895,0.0000,349.2245,225.5000,0.0000,0.0000,-123.7245
2025-09-02 09:30:00,2025-09-09 16:00:00,expiry,23150,22850,0.0000,230.8880,96.4630,0.0000,327.3510,728.0000,0.0000,0.0000,400.6490
2025-09-17 12:15:00,2025-09-24 16:00:00,expiry,24200,23900,0.0000,228.8955,109.2690,0.0000,338.1645,551.0000,0.0000,0.0000,212.8355
2025-09-25 09:15:00,2025-10-02 16:00:00,expiry,24600,24250,0.0000,233.5330,100.2734,0.0000,333.8063,519.7500,0.0000,0.0000,185.9437
2025-10-30 16:00:00,2025-11-06 16:00:00,expiry,26000,25700,0.0000,252.4236,116.4907,0.0000,368.9143,0.0000,409.7500,0.0000,40.8357
2025-11-04 15:00:00,2025-11-11 16:00:00,expiry,25600,25300,0.0000,263.0485,106.3415,0.0000,369.3899,76.0000,0.0000,0.0000,-293.3899
2025-11-14 00:15:00,2025-11-21 16:00:00,expiry,25050,24750,0.0000,261.3231,114.0526,0.0000,375.3756,0.0000,426.0000,0.0000,50.6244
2025-11-14 03:45:00,2025-11-21 16:00:00,expiry,25000,24650,0.0000,245.4825,104.2250,0.0000,349.7075,0.0000,326.0000,0.0000,-23.7075
2025-11-14 08:45:00,2025-11-21 16:00:00,expiry,24700,24400,0.0000,255.5303,104.4893,0.0000,360.0196,0.0000,76.0000,0.0000,-284.0196
2025-12-31 02:15:00,2026-01-07 16:00:00,expiry,25600,25250,0.0000,260.3829,105.7016,0.0000,366.0845,227.5000,0.0000,0.0000,-138.5845
2025-12-31 04:00:00,2026-01-07 16:00:00,expiry,25600,25250,0.0000,246.9522,111.3396,0.0000,358.2918,227.5000,0.0000,0.0000,-130.7918
2026-01-14 11:15:00,2026-01-21 16:00:00,expiry,25600,25250,0.0000,242.9874,106.4621,0.0000,349.4495,0.0000,0.0000,0.0000,-349.4495
2026-01-14 12:15:00,2026-01-21 16:00:00,expiry,25500,25200,0.0000,248.6116,115.7227,0.0000,364.3343,23.0000,0.0000,0.0000,-341.3343
2026-02-01 18:30:00,2026-02-09 16:00:00,expiry,25550,25200,0.0000,263.0068,110.8225,0.0000,373.8293,0.0000,0.0000,0.0000,-373.8293
2026-02-01 23:15:00,2026-02-09 16:00:00,expiry,25300,25000,0.0000,265.2721,116.2977,0.0000,381.5699,71.7500,0.0000,0.0000,-309.8199
2026-02-04 13:15:00,2026-02-11 16:00:00,expiry,24950,24650,0.0000,241.4022,111.3299,0.0000,352.7320,325.7500,0.0000,0.0000,-26.9820
2026-02-13 01:00:00,2026-02-20 16:00:00,expiry,24700,24400,0.0000,262.2140,108.0624,0.0000,370.2765,378.5000,0.0000,0.0000,8.2235
2026-02-13 06:45:00,2026-02-20 16:00:00,expiry,24700,24400,0.0000,259.3810,104.3046,0.0000,363.6856,378.5000,0.0000,0.0000,14.8144
2026-02-13 08:15:00,2026-02-20 16:00:00,expiry,24700,24400,0.0000,250.3757,107.7358,0.0000,358.1115,378.5000,0.0000,0.0000,20.3885
2026-03-08 21:30:00,2026-03-16 16:00:00,expiry,24050,23750,0.0000,254.4435,106.4838,0.0000,360.9273,847.5000,0.0000,0.0000,486.5727
2026-03-18 18:30:00,2026-03-25 16:00:00,expiry,24600,24300,0.0000,228.3422,108.9079,0.0000,337.2501,0.0000,0.0000,0.0000,-337.2501
2026-03-19 04:00:00,2026-03-26 16:00:00,expiry,24600,24250,0.0000,238.3391,102.4913,0.0000,340.8304,0.0000,347.5000,0.0000,6.6696
2026-03-19 09:45:00,2026-03-26 16:00:00,expiry,24500,24200,0.0000,244.9408,106.6133,0.0000,351.5540,0.0000,297.5000,0.0000,-54.0540
2026-03-25 19:45:00,2026-03-31 23:45:00,force_close,24300,24050,0.0000,247.2077,108.0865,0.0000,355.2941,0.0000,68.2500,0.0000,-287.0441
2026-03-26 16:00:00,2026-03-31 23:45:00,force_close,23900,23600,0.0000,234.8754,98.3279,0.0000,333.2032,81.7500,0.0000,0.0000,-251.4532
2026-03-27 08:15:00,2026-03-31 23:45:00,force_close,23650,23350,0.0000,236.1015,101.4113,0.0000,337.5128,331.7500,0.0000,0.0000,-5.7628
